Date,NO,NO2,PM10,PM2.5,CO2,TEMP,HUMI
2022-12-11,30.417816864559143,36.583333333333336,97.4331660685835,39.77336970172282,531.9583333333334,13.625,35.75
2022-12-12,41.25115019789248,31.833333333333332,131.5,47.625,582.2083333333334,13.541666666666666,35.583333333333336
2022-12-13,41.792433465261645,38.125,129.83333333333334,44.583333333333336,589.7083333333334,12.958333333333334,31.5
2022-12-14,30.833333333333332,33.875,125.20833333333333,45.291666666666664,578.5416666666666,13.0,35.208333333333336
2022-12-15,44.666666666666664,41.625,139.41666666666666,46.75,600.375,12.791666666666666,32.583333333333336
2022-12-16,42.0,49.583333333333336,104.875,39.208333333333336,583.875,12.5,38.458333333333336
2022-12-17,33.22974176561291,45.25,109.29166666666667,36.666666666666664,560.5833333333334,12.125,36.458333333333336
2022-12-18,24.75,33.916666666666664,89.83333333333333,35.25,545.1666666666666,11.625,36.583333333333336
2022-12-19,29.02140843227957,34.75,116.625,39.458333333333336,570.875,13.708333333333334,56.0
2022-12-20,28.68845849824373,32.416666666666664,120.83333333333333,38.875,567.125,15.666666666666666,61.833333333333336
2022-12-21,24.667816864559143,32.5,133.08333333333334,36.875,554.4166666666666,16.333333333333332,63.833333333333336
2022-12-22,41.813458498243726,33.833333333333336,113.20833333333333,38.583333333333336,550.9583333333334,16.875,66.5
2022-12-23,11.062691699648745,34.406968883006336,118.6831660685835,49.57418485086141,545.5,17.5,67.08333333333333
2022-12-24,23.39640843227957,37.958333333333336,96.25,37.074184850861414,511.2083333333333,17.291666666666668,58.958333333333336
2022-12-25,15.396791831577062,29.125,89.72483273525017,32.53251818419475,488.6666666666667,17.25,60.666666666666664
2022-12-26,23.71025032982079,34.400146631371335,183.01649940191683,66.20833333333333,528.5,17.5,55.291666666666664
2022-12-27,47.50460079156991,49.767253192152,178.08333333333334,59.416666666666664,547.7916666666666,16.75,46.333333333333336
2022-12-28,18.272175230874556,28.5,190.79166666666666,66.15751818419474,537.625,17.333333333333332,56.625
2022-12-29,24.479741765612903,35.125,182.75,62.791666666666664,545.3333333333334,17.625,53.583333333333336
2022-12-30,10.208333333333334,31.458333333333332,200.16666666666666,71.83333333333333,536.0833333333334,17.5,58.5
2022-12-31,48.2503833992975,27.916666666666668,208.75,77.16666666666667,525.3333333333334,18.375,61.208333333333336
2023-01-01,21.980508564207884,26.916666666666668,197.20833333333334,70.83333333333333,486.5416666666667,18.208333333333332,54.875
2023-01-02,25.376916996487456,32.919542198692,201.22483273525017,74.45833333333333,530.3464582115568,18.0,57.291666666666664
2023-01-03,47.50460079156991,49.767253192152,185.45833333333334,65.25,578.9583333333334,17.583333333333332,53.333333333333336
2023-01-04,24.7098669305233,32.422417730717335,176.30816606858352,65.03251818419474,573.7916666666666,17.625,63.208333333333336
2023-01-05,16.458333333333332,24.333333333333332,177.91666666666666,63.208333333333336,575.5833333333334,18.083333333333332,63.0
2023-01-06,10.708333333333334,23.166666666666668,186.5,67.07418485086141,559.5416666666666,18.25,57.375
2023-01-07,6.916666666666667,21.125,177.84983273525017,66.50507273677898,517.6666666666666,18.125,50.916666666666664
2023-01-08,4.041666666666667,18.25,177.5,65.14836970172283,481.0833333333333,17.791666666666668,53.041666666666664
2023-01-09,6.375,26.625,220.16666666666666,80.58333333333333,525.4166666666666,17.791666666666668,46.25
2023-01-10,15.125,26.541666666666668,192.20833333333334,67.625,538.8333333333334,17.25,50.583333333333336
2023-01-11,11.041666666666666,25.833333333333332,203.75,69.66666666666667,522.8333333333334,17.708333333333332,56.875
2023-01-12,9.333716732630824,24.063937766012668,209.94099760766733,74.84755455258424,527.2756224426927,18.207139629462265,54.93997870106645
2023-01-13,6.375,25.0,209.07466547050035,73.78251818419474,582.4337482951285,18.083333333333332,49.958333333333336
2023-01-14,19.25,21.666666666666668,237.0,70.29166666666667,539.9166666666666,17.625,57.541666666666664
2023-01-15,3.0416666666666665,17.875,190.19966547050035,64.36585151752807,501.6666666666667,17.125,46.416666666666664
2023-01-16,9.854358366315411,23.541666666666668,201.59983273525017,85.93088788591757,545.125,16.708333333333332,47.708333333333336
2023-01-17,28.416666666666668,31.0,185.5,62.083333333333336,564.6666666666666,16.166666666666668,42.958333333333336
2023-01-18,23.583333333333332,35.291666666666664,154.75,50.25,541.1666666666666,15.375,36.208333333333336
2023-01-19,24.333333333333332,30.958333333333332,80.83333333333333,29.583333333333332,467.125,14.958333333333334,39.5
2023-01-20,27.02102503298208,40.531968883006336,80.24133213716699,28.574184850861414,543.5131248782235,14.333333333333334,41.25
2023-01-21,13.208333333333334,33.833333333333336,60.583333333333336,22.583333333333332,528.75,14.0,36.541666666666664
2023-01-22,18.75,33.75,58.375,22.333333333333332,498.5416666666667,13.166666666666666,34.625
2023-01-23,59.88,35.84,72.2,28.44,537.5023971942686,13.2,39.32
2023-01-24,26.041666666666668,29.875,106.11633213716699,62.041666666666664,540.314997077363,13.375,42.041666666666664
2023-01-25,26.375,30.291666666666668,95.66666666666667,36.791666666666664,540.314997077363,13.291666666666666,42.125
2023-01-26,43.333333333333336,35.583333333333336,94.33333333333333,38.375,540.314997077363,13.166666666666666,48.083333333333336
2023-01-27,20.917816864559143,34.198635549673,98.357664274334,99.90751818419476,540.314997077363,13.833333333333334,44.75
2023-01-28,10.64602503298208,33.375,68.875,29.375,540.314997077363,13.625,39.0
2023-01-29,12.416666666666666,43.375,66.20833333333333,27.375,540.314997077363,13.041666666666666,37.458333333333336
2023-01-30,29.50060010324825,36.608695652173914,98.91304347826087,36.391304347826086,540.314997077363,13.956521739130435,51.34782608695652
2023-01-31,20.5,43.166666666666664,125.63283153908384,95.58333333333333,540.314997077363,14.416666666666666,47.541666666666664
2023-02-01,18.209100131928317,39.791666666666664,82.375,33.333333333333336,540.314997077363,15.0,47.541666666666664
2023-02-02,18.854741765612903,40.166666666666664,133.82466547050032,54.708333333333336,540.314997077363,15.25,47.708333333333336
2023-02-03,22.02179183157706,37.990302216339664,101.82466547050034,54.106703035056164,569.071873173352,15.875,51.541666666666664
2023-02-04,15.0,39.375,125.9331660685835,49.0,543.0,16.083333333333332,56.125
2023-02-05,4.083333333333333,32.958333333333336,71.24133213716699,29.606703035056157,498.625,15.791666666666666,42.625
2023-02-06,17.896025032982077,36.416666666666664,87.29166666666667,33.15751818419475,533.375,15.083333333333334,40.833333333333336
